,index,Unnamed: 0,Headline,Subheader,Section,Date,URL,Category
1274,432,51,"Chest Binding Helps Smooth the Way for Transgender Teens, but There May Be Risks","People who use binders report symptoms like back and chest pain, overheating and shortness of breath.",Well,2019-05-31,/2019/05/31/well/transgender-teens-binders.html?searchResultPosition=73,Misc
1275,470,89,Colorado Bans ‘Conversion Therapy’ for Minors,"Colorado on Friday became the 18th state to ban “conversion therapy,” a discredited practice that aims to change a person’s sexual orientation or gender expression.",U.S.,2019-06-01,/2019/06/01/us/gay-conversion-therapy-colorado.html?searchResultPosition=136,US New
1276,472,91,Did I Need to Know What Gender My Nonbinary Interviewees Were Assigned at Birth? Maybe Not,"To write about the debate over adding an “X” option to state IDs, I was trying to better understand how the issue plays out in everyday life.",Reader Center,2019-06-02,/2019/06/02/reader-center/nonbinary-teens-reporting.html?searchResultPosition=139,Misc
1277,425,44,Third Transgender Woman Killed in Dallas: ‘People Are Afraid’,"Chynal Lindsey was found dead less than a month after another woman, Muhlaysia Booker, was fatally shot.",U.S.,2019-06-03,/2019/06/03/us/dallas-police-transgender-woman-death.html?searchResultPosition=66,US New
1278,471,90,The Struggles of Rejecting the Gender Binary,Not everyone identifies as male or female. This is what it’s like to be nonbinary in a world that wants to box you in.,Magazine,2019-06-04,/2019/06/04/magazine/gender-nonbinary.html?searchResultPosition=137,Misc
1279,429,48,New Racing Rules Remove Some Barriers for Transgender Runners,"In June, competitors in the Western States 100-mile run will be governed by new guidelines seen as a step forward for transgender athletes.",Sports,2019-06-06,/2019/06/06/sports/western-states-transgender-runners.html?searchResultPosition=70,Sports
1280,479,98,Chest Binders and Transgender People,A reader says chest binders play an important role in navigating personal and professional life.,Letters,2019-06-09,/2019/06/09/opinion/letters/chest-binders-transgender.html?searchResultPosition=154,Misc
1281,519,138,Billy Porter Challenges Gender Norms on the Tonys Red Carpet,Mr. Porter wore a gown to Sunday night’s awards show and he wasn’t alone.,Theater,2019-06-09,/2019/06/09/theater/tony-awards-red-carpet.html?searchResultPosition=369,Arts
1282,469,88,Vatican Rejects Notion That Gender Identity Can Be Fluid,"In its first extensive document on gender theory, the Vatican argued that ignoring differences between men and women posed a threat to families.",Europe,2019-06-10,/2019/06/10/world/europe/vatican-francis-gender-identity-sexuality.html?searchResultPosition=132,World News
1283,423,42,"After a Transgender Woman’s Death at Rikers, Calls for Justice and Answers",Layleen Polanco was found unresponsive in her cell on Friday.,New York,2019-06-11,/2019/06/11/nyregion/layleen-polanco-xtravaganza-death-rikers-island.html?searchResultPosition=64,US New
1284,535,154,‘If We Do This Right’ Maybe H.I.V. Will Be Forgotten,"Under Demetre Daskalakis’s tenure, New York City has lowered H.I.V. transmission rates, rolled out PrEP and removed some of the stigma associated with H.I.V. and AIDS. But his work is far from done.",Health,2019-06-12,/2019/06/12/health/demetre-daskalakis-hiv-aids.html?searchResultPosition=659,Health
1285,435,54,Man Charged With Murdering Transgender Woman and 2 Others in Dallas,"Kendrell Lavar Lyles is also a “person of interest” in the killing of Chynal Lindsey, a transgender woman who was pulled from White Rock Lake on June 1, the police said.",U.S.,2019-06-12,/2019/06/12/us/transgender-woman-murder-arrest.html?searchResultPosition=76,US New
1286,522,141,‘Euphoria’ Review: HBO Raises the Stakes on Teenage Transgression,"Sex and drugs and more sex and drugs, but also some dark humor and tender romance in a complicated ensemble drama.",Television,2019-06-14,/2019/06/14/arts/television/euphoria-review-hbo.html?searchResultPosition=446,Arts
1287,468,87,"Jennifer Finney Boylan: Love Prevails, Mostly",The author and professor of English talks about going from boys’ camp to womanhood and expressing love and support for her own trans daughter.,U.S.,2019-06-16,/2019/06/16/us/jennifer-boylan-transgender-woman.html?searchResultPosition=129,US New
1288,427,46,‘It’s Binding or Suicide’: Transgender and Non-Binary Readers Share Their Experiences With Chest Binders,Readers describe the advantages and drawbacks of compressing their chests.,Reader Center,2019-06-17,/2019/06/17/reader-center/chest-binding.html?searchResultPosition=68,Misc
1289,505,124,"It’s a Girl! It’s a Boy! And for the Gender-Reveal Cake, It May Be the End","A decade on, this food phenomenon has spawned videos, bakeries — and some resistance, as gender issues grow more complicated.",Food,2019-06-17,/2019/06/17/dining/gender-reveal-cake.html?searchResultPosition=220,Arts
1290,515,134,Seek More Gender Diversity Onstage? Look at This List,"After five years of pressing for parity, the collective known as the Kilroys says it is seeing progress. Meanwhile, more suggestions for plays to present.",Theater,2019-06-18,/2019/06/18/theater/kilroys-list-theater-gender-women.html?searchResultPosition=283,Arts
1291,531,150,Generations of Mentorship: Conversations With L.G.B.T.Q. Elders,"As gay, lesbian and transgender communities become less stigmatized — in part thanks to mentor-mentee relationships — will it be easier for young people to imagine a life where they actually grow old?",U.S.,2019-06-18,/2019/06/18/us/generations-of-mentorship-conversations-with-lgbtq-elders.html?searchResultPosition=596,US New
1292,464,83,Julia Serano: The Science of Gender Is Rarely Simple,A biologist and trans woman finds that sexuality and gender are rarely as straightforward,U.S.,2019-06-19,/2019/06/19/us/julia-serano-gender-science-lgbtq.html?searchResultPosition=120,US New
1293,463,82,‘Gay Panic’ Defenses Are Banned in N.Y. Murder Cases,The state measure stops defendants from citing a victim’s sexual orientation or gender identity to justify their crime.,New York,2019-06-19,/2019/06/19/nyregion/gay-panic-ny.html?searchResultPosition=118,US New
1294,465,84,The Court Cases That Changed L.G.B.T.Q. Rights,"From gay marriage to gender identity, a timeline of the legal battles that have shaped L.G.B.T.Q. rights.",U.S.,2019-06-19,/2019/06/19/us/legal-history-lgbtq-rights-timeline.html?searchResultPosition=121,US New
1295,495,114,Cecilia Gentili: Did the ‘T’ Fall Off of ‘L.G.B.T.Q.’?,"A transgender activist urges that a movement, with all its differences and dysfunctions, band together as a family.",U.S.,2019-06-19,/2019/06/19/us/cecilia-gentili-transgender-lgbtq.html?searchResultPosition=184,US New
1296,467,86,"Overlooked No More: Claude Cahun, Whose Photographs Explored Gender and Sexuality","Society generally considered women to be women and men to be men in early-20th-century France. Cahun’s work protested gender and sexual norms, and has become increasingly relevant.",Obituaries,2019-06-19,/2019/06/19/obituaries/claude-cahun-overlooked.html?searchResultPosition=124,Life
1297,511,130,"Carl Siciliano: Catholic, Queer and Homeless",Religious institutions must reckon with how homophobia and transphobia create a climate that endangers L.G.B.T.Q. youths.,U.S.,2019-06-19,/2019/06/19/us/carl-siciliano-religion-homeless-lgbtq.html?searchResultPosition=261,US New
1298,424,43,Gavin Grimm: Fighting for the Rights of Transgender Students,“It was a truth I had known since I was 5. I was a boy.”,U.S.,2019-06-19,/2019/06/19/us/gavin-grimm-transgender-students.html?searchResultPosition=65,US New
1299,466,85,"Kate Bornstein: My Gender? Oh, It’s Nothing","An outsider status can be scary. But for some, being “neither/nor” is what helps life make sense.",U.S.,2019-06-19,/2019/06/19/us/kate-bornstein-gender-reflection.html?searchResultPosition=123,US New
1300,420,39,Being Transgender at Goldman Sachs,"How Maeve DuVally, an employee in the bank’s buttoned-up communications department, became herself at work.",Business,2019-06-21,/2019/06/21/business/goldman-transgender.html?searchResultPosition=61,Business
1301,520,139,The Gender Gap in Computer Science Research Won’t Close for 100 Years,"Women and men are forecast to produce a similar volume of medical research by 2048, according to a new study. In computer science, that won’t happen until 2137.",Technology,2019-06-21,/2019/06/21/technology/gender-gap-tech-computer-science.html?searchResultPosition=377,Science
1302,534,153,12 Ways the Progressive Takeover Is Transforming New York,"Rent regulations, climate change, gun control and more: Lawmakers pushed through an undeniably liberal agenda.",New York,2019-06-21,/2019/06/21/nyregion/albany-wrapup-legislature-ny.html?searchResultPosition=642,US New
1303,462,81,"Queer People of Color Led the L.G.B.T.Q. Charge, but Were Denied the Rewards","Transgender people, drag queens and minorities played outsized roles at early milestones of the gay rights movement, but they haven’t received the benefits of the revolution they sparked.",U.S.,2019-06-22,/2019/06/22/us/lgbtq-minorities-trans-activists.html?searchResultPosition=116,US New
1304,421,40,"Naked, Afraid and Transgender: ‘The Wilderness Couldn’t Care Less’",Quince Mountain is the first openly transgender person to be on the Discovery’s reality TV show. He found the experience to be a relief.,Television,2019-06-23,/2019/06/23/arts/television/naked-and-afraid-transgender.html?searchResultPosition=62,Arts
1305,419,38,IMDb Lists Transgender Stars’ Birth Names; Hollywood Coalition Protests,The actors’ union is mounting a legal challenge that has now been joined by Glaad and other advocacy groups.,Movies,2019-06-26,/2019/06/26/movies/imdb-transgender-names.html?searchResultPosition=60,Arts
1306,451,70,Enthralled by ‘Euphoria’? Hunter Schafer Knows Why (It’s Because of Her),"The transgender actress talks about her newfound fame, raves about Zendaya and explains why she doesn’t want to be called an activist.",Television,2019-07-08,/2019/07/08/arts/television/euphoria-jules-hunter-schaefer.html?searchResultPosition=93,Arts
1307,506,125,Dave Chappelle on Broadway: The Joke Is Getting Old,"The comic hasn’t adjusted his material for the setting: he’s still defending wealthy, famous peers and joking about transgender targets.",Theater,2019-07-10,/2019/07/10/theater/dave-chappelle-broadway.html?searchResultPosition=226,Arts
1308,443,62,It’s Time for ‘They’,"The singular “they” is inclusive and flexible, and it breaks the stifling prison of gender expectations. Let’s all use it.",Opinion,2019-07-10,/2019/07/10/opinion/pronoun-they-gender.html?searchResultPosition=84,Life
1309,418,37,Transgender Opera Singers Find Their Voices,"For these musicians, transitioning can mean risking their careers — and their art.",Music,2019-07-11,/2019/07/11/arts/music/transgender-opera-singers.html?searchResultPosition=57,Arts
1310,514,133,I’m With ‘They’,What’s the big deal with gender-neutral pronouns? Some readers and our columnist disagreed.,Opinion,2019-07-12,/2019/07/12/opinion/gender-neutral-pronouns.html?searchResultPosition=278,Life
1311,436,55,What Janet Mock Can’t Travel Without,"For the trans-rights activist and producer of the FX show, “Pose,” must-have travel items include magazines, a sleep mask and bikinis for every day of the week.",Travel,2019-07-12,/2019/07/12/travel/what-janet-mock-cant-travel-without.html?searchResultPosition=77,Life
1312,484,103,It’s Personal: Is ‘They’ the Way to Go?,Readers take sides on issues of grammar and gender.,Letters,2019-07-17,/2019/07/17/opinion/letters/grammar-gender.html?searchResultPosition=162,Misc
1313,422,41,North Carolina Reaches Settlement on ‘Bathroom Bill’,Transgender people cannot be prevented from using bathrooms that match their gender identity in public buildings.,U.S.,2019-07-23,/2019/07/23/us/north-carolina-transgender-bathrooms.html?searchResultPosition=63,US New
1314,414,33,Victoria’s Secret Casts First Openly Transgender Woman as a Model,"The selection of Valentina Sampaio, 22, was seen by some critics of the brand as long overdue. “Never stop dreaming,” she wrote on Instagram.",Business,2019-08-05,/2019/08/05/business/victoria-secret-transgender-model.html?searchResultPosition=52,Business
1315,412,31,"Virginia Schools’ Bathroom Rule Violates Transgender Rights, U.S. Judge Says",The ruling is an important victory for transgender rights advocates as legal battles over school bathroom policies continue to play out across the country.,U.S.,2019-08-10,/2019/08/10/us/virginia-schools-bathroom-rule-violates-transgender-rights-us-judge-says.html?searchResultPosition=50,US New
1316,490,109,IMDb Will Allow Removal of Birth Names — to a Point,Advocates and  Hollywood groups say the site’s previous practice of using such credits hurts transgender people. But the new policy  still falls short in their view.,Movies,2019-08-13,/2019/08/13/movies/imdb-will-allow-removal-of-birth-names-to-a-point.html?searchResultPosition=173,Arts
1317,417,36,Beyond Androgyny: Nonbinary Teenage Fashion,Clothes make the person. Maybe now parents understand.,Style,2019-08-14,/2019/08/14/style/nonbinary.html?searchResultPosition=56,Arts
1318,416,35,‘Pose’ Star Mj Rodriguez ‘Had to Teach Simply by Existing’,The actress from the hit FX show discusses being a Latina transgender woman and how she found a haven in ballroom culture.,Style,2019-08-15,/2019/08/15/style/pose-star-mj-rodriguez-had-to-teach-simply-by-existing.html?searchResultPosition=55,Arts
1319,415,34,"A Teen Pretends to Be Trans, and Some Viewers Object to the Deception",The indie film “Adam” centers on the 17-year-old title character passing as transgender to win the affection of a lesbian. Is the boy problematic? Or is the whole film vexing?,Arts,2019-08-16,/2019/08/16/arts/adam-movie-trans-ariel-schrag.html?searchResultPosition=54,Arts
1320,413,32,"In an All-Gender Cabin, Summer Campers ‘Don’t Have to Hide’","For gender-nonconforming campers, a new all-gender cabin at Camp Tawonga was a rare respite from the outside world, where bullying and the feeling of not fitting in can make growing up difficult.",U.S.,2019-08-22,/2019/08/22/us/summer-camp-gender-transgender.html?searchResultPosition=51,US New
1321,524,143,"At Camp Tawonga, Near Yosemite, an All-Gender Cabin Offers Respite",Friday: A Times reporter returns to Jewish sleepaway camp. Also: Wildfire prevention and the story of a formerly $1 billion property in L.A.,U.S.,2019-08-23,/2019/08/23/us/camp-tawonga-all-gender-cabin.html?searchResultPosition=525,US New
1322,502,121,"After Times of Turmoil, ‘Transparent’ Goes Out Singing","The influential series, which fired the actor Jeffrey Tambor over sexual harassment allegations, will wrap up with a musical finale.",Television,2019-09-02,/2019/09/02/arts/television/transparent-musical-finale.html?searchResultPosition=203,Arts
1323,411,30,‘This Is a Possibility’: Akwaeke Emezi Writes a Trans Story Where Nobody Gets Hurt,The “Freshwater” novelist forays into Y.A. and attempts to find balance amid multiple book and TV projects.,Books,2019-09-09,/2019/09/09/books/akwaeke-emezi-pet-freshwater.html?searchResultPosition=48,Arts
1324,513,132,Trump Chides ‘America-Hating Left’ in Rally for House Candidate,"Dan Bishop, a conservative well known for sponsoring a bill requiring transgender people to use restrooms based on the gender listed on their birth certificates, faces a tough race in North Carolina.",Politics,2019-09-09,/2019/09/09/us/politics/trump-north-carolina-rally.html?searchResultPosition=277,Politics
1325,410,29,A Drive to Recruit Transgender Police in India Raised Hopes — Then Dashed Them,A group of recruits thought that by becoming officers they could avoid lives of begging and prostitution. But government delays have brought only turmoil.,Asia Pacific,2019-09-10,/2019/09/10/world/asia/india-transgender-police.html?searchResultPosition=47,World News
1326,409,28,"Transgender Woman Found Burned Beyond Recognition in Florida, Officials Say","Bee Love Slater was the 18th transgender person known to have been killed in the United States this year, according to the Human Rights Campaign.",U.S.,2019-09-14,/2019/09/14/us/black-transgender-woman-bee-love-slater.html?searchResultPosition=44,US New
1327,406,25,Why the Pickle Became a Symbol of Transgender Rights,And why it’s not enough.,Opinion,2019-09-18,/2019/09/18/opinion/transgender-rights-pickle-boylan.html?searchResultPosition=40,Life
1328,523,142,The Week in Arts: Antonio Banderas Returns; ‘Transparent’ Goes Out Singing,The actor stars in Soderbergh’s “The Laundromat” and Almodóvar’s “Pain and Glory”; and Jill Soloway’s TV series wraps up as a musical.,Arts,2019-09-22,/2019/09/22/arts/antonio-banderas-transparent-finale.html?searchResultPosition=522,Arts
1329,405,24,Patricia Arquette Calls for Transgender Rights in Emmys Speech,"Arquette’s sister Alexis, a transgender actress and cabaret performer, died in 2016. She was 47.",Television,2019-09-22,/2019/09/22/arts/television/patricia-arquette-alexis-emmys.html?searchResultPosition=39,Arts
1330,404,23,Person of Interest Is Named in Killing of Transgender Woman in Florida,The man is also a person of interest in what the authorities believe was an unrelated killing three months earlier.,U.S.,2019-09-25,/2019/09/25/us/slater-black-transgender-woman-death-suspect.html?searchResultPosition=36,US New
1331,408,27,"Mattel, Maker of Barbie, Debuts Gender-Neutral Dolls","The “Creatable World” dolls can be styled with short or long hair, and skirts, pants or both.",Arts,2019-09-25,/2019/09/25/arts/mattel-gender-neutral-dolls.html?searchResultPosition=43,Arts
1332,407,26,Review: ‘Transparent’ and Its Unsettling Technicolor Dream Theater,The landmark show’s “Musicale Finale” is a bizarre Broadway-style goodbye that flattens out some of TV’s most finely shaded characters.,Television,2019-09-27,/2019/09/27/arts/television/transparent-finale-review.html?searchResultPosition=41,Arts
1333,403,22,18 Transgender Killings This Year Raise Fears of an ‘Epidemic’,"The killings, many of them against transgender women of color, have deeply disturbed groups already familiar with threats to their safety.",U.S.,2019-09-27,/2019/09/27/us/transgender-women-deaths.html?searchResultPosition=34,US New
1334,456,75,Quotation of the Day: 18 Transgender Killings This Year Raise Fears of an ‘Epidemic’,"Quotation of the Day for Saturday, September 28, 2019",Today’s Paper,2019-09-27,/2019/09/27/todayspaper/quotation-of-the-day-18-transgender-killings-this-year-raise-fears-of-an-epidemic.html?searchResultPosition=98,Misc
1335,402,21,He Opposed Using Transgender Clients’ Pronouns. It Became a Legal Battle.,A British agency employee said a policy on pronouns went against his religious beliefs. A tribunal found his stance to be “incompatible with human dignity.”,Europe,2019-10-03,/2019/10/03/world/europe/christian-transgender-uk.html?searchResultPosition=32,World News
1336,399,18,"‘Boys Don’t Cry’ 20 Years Later: For Trans Men, a Divisive Legacy",Was the movie a landmark in representation or distressingly exploitative? It was both and so much more.,Movies,2019-10-09,/2019/10/09/movies/boys-dont-cry-anniversary.html?searchResultPosition=29,Arts
1337,401,20,"Highlights From the L.G.B.T.Q. Town Hall, Where Protesters Took the Spotlight",Activists at the Equality Town Hall repeatedly called on the 2020 Democrats to focus more on violence against transgender women of color.,U.S.,2019-10-10,/2019/10/10/us/democratic-presidential-lgbtq-forum.html?searchResultPosition=31,US New
1338,396,15,Matthew Shepard’s Parents Assail Trump Administration on Transgender Rights,Their criticisms were read aloud in their absence during a ceremony at the Justice Department.,Politics,2019-10-16,/2019/10/16/us/politics/matthew-shepard-parents-trump.html?searchResultPosition=25,Politics
1339,400,19,"Why the Oscars, Emmys and Tonys Are Not Ready for They and Them","Asia Kate Dillon of “Billions” is calling on the Television Academy to scrap gendered categories. But the organization and others have no plans for change, for now.",Movies,2019-10-16,/2019/10/16/movies/oscars-gendered-categories.html?searchResultPosition=30,Arts
1340,398,17,Celebrate Your Kid’s Transition. Don’t Grieve It.,We didn’t die.,Sunday Review,2019-10-18,/2019/10/18/opinion/sunday/gender-transition-death-grief.html?searchResultPosition=28,Misc
1341,509,128,"A Church Service Inspired by Beyoncé, No Halo Required","The Beyoncé Mass explores how issues of race and gender impact the lives, voices and bodies of black women. (It’s not, however, about worshiping Beyoncé.)",Music,2019-10-21,/2019/10/21/arts/music/beyonce-mass.html?searchResultPosition=253,Arts
1342,397,16,Always Removes Female Symbol From Sanitary Pads,The redesign was a response to requests from nonbinary and transgender customers.,Business,2019-10-22,/2019/10/22/business/always-pads-female-symbol.html?searchResultPosition=26,Business
1343,394,13,"Texas Father Says 7-Year-Old Isn’t Transgender, Igniting a Politicized Outcry","A bitter custody battle grabbed the attention of Gov. Greg Abbott, Senator Ted Cruz and other conservative lawmakers.",U.S.,2019-10-28,/2019/10/28/us/texas-transgender-child.html?searchResultPosition=20,US New
1344,450,69,Prosecute Boeing Executives,A reader says they should be criminally liable for the deadly crashes. Also: A new capitalism; gender transition and loss; America’s overstay in Afghanistan; being alone isn’t bad.,Letters,2019-10-30,/2019/10/30/opinion/letters/boeing-capitalism-transgender.html?searchResultPosition=92,Misc
1345,395,14,Connecticut Home Invasion Convict Is Undergoing Gender Transition in Prison,"Steven Hayes is serving six life sentences for the 2007 murder of Jennifer Hawke-Petit and her two daughters, Michaela and Hayley.",U.S.,2019-10-31,/2019/10/31/us/steven-hayes-cheshire-transgender.html?searchResultPosition=23,US New
1346,517,136,Adoption Groups Could Turn Away L.G.B.T. Families Under Proposed Rule,The Trump administration seeks to roll back an Obama-era rule that classified sexual orientation and gender identity as classes protected from discrimination.,U.S.,2019-11-02,/2019/11/02/us/trump-hhs-lgbtq-rule.html?searchResultPosition=316,US New
1347,392,11,A Conservative Push to Make Trans Kids and School Sports the Next Battleground in the Culture War,The Kentucky governor’s race has turned into a kind of testing ground to see how transgender issues could rally support for President Trump.,Politics,2019-11-03,/2019/11/03/us/politics/kentucky-transgender-school-sports.html?searchResultPosition=18,Politics
1348,393,12,‘Because of Sex’,"Aimee Stephens was fired for disclosing her gender identity to her boss. This year, the Supreme Court may make a surprising ruling in her favor.",The Daily,2019-11-07,/2019/11/07/podcasts/the-daily/transgender-supreme-court.html?searchResultPosition=19,Misc
1349,536,155,When a Dad’s Secret Changes Everything,"My father’s midlife transition taught me that if life is about change, love is about constancy.",Style,2019-11-08,/2019/11/08/style/modern-love-father-transgender.html?searchResultPosition=669,Arts
1350,391,10,Mastercard to Offer Cards Aimed at Transgender and Nonbinary People,"The cards, to be issued by some banks, will let customers use their chosen names. The goal is to avoid potential bias.",Your Money,2019-11-08,/2019/11/08/your-money/mastercard-transgender-nonbinary-cards.html?searchResultPosition=16,Life
1351,389,8,"For 16 Transgender Hockey Players, a Groundbreaking Weekend","Team Trans, believed to be the only entirely transgender sports squad in the United States, recently played together for the first time.",Sports,2019-11-15,/2019/11/15/sports/for-16-transgender-hockey.html?searchResultPosition=13,Sports
1352,388,7,National Transgender Group Sees Exodus of Workers in Clashes With Leaders,The National Center for Transgender Equality has lost roughly two-thirds of its staff members as it faces an important year ahead.,U.S.,2019-11-16,/2019/11/16/us/open-letter-National-Center-for-Transgender-Equality.html?searchResultPosition=11,US New
1353,448,67,"Lesson of the Day: ‘For 16 Transgender Hockey Players, a Groundbreaking Weekend’","In this lesson, students learn about what it was like for Team Trans, believed to be the only entirely transgender sports squad in the United States, to play together for the first time.",The Learning Network,2019-11-18,/2019/11/18/learning/lesson-of-the-day-for-16-transgender-hockey-players-a-groundbreaking-weekend.html?searchResultPosition=90,Arts
1354,532,151,These Villages in Thailand Are Part of the Global Economy. Go to Ikea to Find Out.,A project employing women from poor hill tribes is transforming lives in northern Thailand.,Business,2019-11-19,/2019/11/19/business/thailand-doi-tung-women.html?searchResultPosition=622,Business
1355,390,9,‘My Loneliness Keeps Me Going’: Fighting for Equality in India,"Vidhya Rajput, a transgender activist, has emerged as a leader in a gathering rights revolution in India. But she still has an “ache for love.”",Asia Pacific,2019-11-22,/2019/11/22/world/asia/india-transgender.html?searchResultPosition=14,World News
1356,433,52,"Choosing a Pronoun, From ‘Thee’ to ‘Ze’","Readers discuss how the Quakers and people today have wrestled with issues of gender, equality and grammar.",Letters,2019-11-29,/2019/11/29/opinion/letters/pronoun-quakers.html?searchResultPosition=74,Misc
1357,387,6,‘Star Wars’ Star Billy Dee Williams Uses Gender-Fluid Pronouns,"“I say ‘himself’ and ‘herself,’ because I also see myself as feminine as well as masculine,” the actor told Esquire magazine.",Movies,2019-12-02,/2019/12/02/movies/billy-dee-williams-gender-pronouns.html?searchResultPosition=10,Arts
1358,507,126,Billy Dee Williams Says Pronoun Use Did Not Mean ‘Gender-Fluid’,"In a recent interview with Esquire, the actor said he used “himself” and “herself,” widely taken to mean that he had embraced gender-fluid pronouns.",Movies,2019-12-04,/2019/12/04/movies/billy-dee-williams-not-gender-fluid.html?searchResultPosition=228,Arts
1359,386,5,I Won a World Championship. Some People Aren’t Happy.,This is not the beginning of the end of women’s sports. Trans women are women.,Opinion,2019-12-05,/2019/12/05/opinion/i-won-a-world-championship-some-people-arent-happy.html?searchResultPosition=9,Life
1360,385,4,Gender-Based Violence Harms Us All,The murders of transgender or gender nonconforming people in 2019 are frightening attacks on our collective humanity.,Opinion,2019-12-06,/2019/12/06/opinion/transgender-murders-humanity.html?searchResultPosition=8,Life
1361,382,1,Trump’s Rollback of Transgender Rights Extends Through Entire Government,"Whether it means serving in the military, working for a federal contractor or seeking medical help, regulations that once protected transgender people are under attack.",Politics,2019-12-06,/2019/12/06/us/politics/trump-transgender-rights.html?searchResultPosition=2,Politics
1362,526,145,‘Don’t Mess With Me’: Nancy Pelosi Flexes Her Muscles,The once impeachment-wary leader whom many in the Democratic Party considered a liability has transformed into a powerful symbol of the caucus.,Politics,2019-12-06,/2019/12/06/us/politics/nancy-pelosi-impeachment.html?searchResultPosition=533,Politics
1363,518,137,Surgeons Transplant a Testicle From One Brother to His Twin,"The rare operation has implications for wounded soldiers, accident victims, cancer patients and those undergoing sex reassignment.",Health,2019-12-06,/2019/12/06/health/testicles-transplant.html?searchResultPosition=322,Health
1364,384,3,Are There Limits to the Rights Revolution?,President Trump is trying to use his administration’s assault on transgender rights to put Democrats in a bind.,Opinion,2019-12-18,/2019/12/18/opinion/transgender-rights-democrats.html?searchResultPosition=5,Life
1365,381,0,J.K. Rowling Criticized After Tweeting Support for Anti-Transgender Researcher,Ms. Rowling expressed support for a researcher whose views on transgender people were condemned by a court on Wednesday as “incompatible with human dignity.”,Europe,2019-12-19,/2019/12/19/world/europe/jk-rowling-maya-forstater-transgender.html?searchResultPosition=1,World News
1366,383,2,"‘Harry Potter’ Helped Me Come Out as Trans, But J.K. Rowling Disappointed Me",The author’s tweet in support of an anti-trans activist contradicts the messages of acceptance found in her stories.,Opinion,2019-12-21,/2019/12/21/opinion/jk-rowling-twitter-trans.html?searchResultPosition=4,Life
1367,343,96,Janet Mock and Taylor Swift to Be Honored at Glaad Awards,The transgender storyteller and the Grammy Award-winning singer will be honored for promoting acceptance and equality in their work.,Television,2020-01-07,/2020/01/07/arts/television/taylor-swift-janet-mock-glaad-awards.html?searchResultPosition=155,Arts
1368,293,46,Review: A Transgender Choreographer Takes on Machismo,"Sean Dorsey explores masculinity in “Boys in Trouble” at New York Live Arts, but the power of his message loses its steam in this rambling work.",Dance,2020-01-13,/2020/01/13/arts/dance/review-dorsey-masculinity.html?searchResultPosition=79,Arts
1369,376,129,Becoming a Man,"What I learned about masculinity from my father, my father-in-law and my own transition.",Magazine,2020-01-21,/2020/01/21/magazine/becoming-a-man.html?searchResultPosition=515,Misc
1370,339,92,​South Korea Discharges Soldier Who Underwent Sex-Change Surgery,"In a first for the country, an active-duty South Korean soldier faced a military panel that decided whether she was fit to serve after a gender-reassignment operation.",Asia Pacific,2020-01-22,/2020/01/22/world/asia/south-korea-sex-change-soldier.html?searchResultPosition=150,World News
1371,351,104,"The First Time I Said, ‘I’m Trans’",Looking back on two decades in which things got better and much worse.,Opinion,2020-01-22,/2020/01/22/opinion/twenty-years-trans.html?searchResultPosition=167,Life
1372,369,122,The Big Myth Behind the ‘Real New Yorker’,"When a Brooklyn politician tells transplants to “go back to Ohio,” what exactly does that mean?",New York,2020-01-24,/2020/01/24/nyregion/eric-adams-gentrification.html?searchResultPosition=329,US New
1373,349,102,Why a Joe Rogan Endorsement Could Help (or Backfire on) Bernie Sanders,The Sanders campaign highlighted Mr. Rogan’s supportive comments in a video. But the podcast host has been criticized for aiding conspiracy theorists and for remarks about transgender people.,Politics,2020-01-24,/2020/01/24/us/politics/bernie-sanders-endorsement-joe-rogan.html?searchResultPosition=165,Politics
1374,300,53,Doctors Could Face Criminal Charges for Treating Transgender Teens,"In South Dakota and other states, lawmakers are considering bills that would restrict access to hormone treatment and surgeries for young transgender people.",U.S.,2020-01-27,/2020/01/27/us/south-dakota-transgender.html?searchResultPosition=88,US New
1375,314,67,Trans Athlete Chris Mosier on Qualifying for the Olympic Trials,Mosier is the first transgender athlete to qualify for and participate in an Olympic trials event in the gender with which he identifies.,Sports,2020-01-28,/2020/01/28/sports/chris-mosier-trans-athlete-olympic-trials.html?searchResultPosition=106,Sports
1376,341,94,7 Questions With Jazz Jennings of TLC’s ‘I Am Jazz’,Her transition has been documented in the public eye for more than a decade. The newest season of her reality show began this week.,Television,2020-01-30,/2020/01/30/arts/television/i-am-jazz-jennings.html?searchResultPosition=152,Arts
1377,356,109,"After Living as a Woman for Decades, He Staged His Own Gender Reveal",P. Carl’s memoir takes readers on the most personal journey there is.,Book Review,2020-02-01,/2020/02/01/books/review/becoming-a-man-p-carl.html?searchResultPosition=189,Arts
1378,357,110,The Trans Actors Challenging Outmoded Ideas of Masculinity,"Despite years of progress, trans male representation in film and television has remained all but nonexistent. Now, there’s a new group of rising stars.",T Magazine,2020-02-04,/2020/02/04/t-magazine/trans-actors.html?searchResultPosition=190,Misc
1379,313,66,What South Dakota Doesn’t Get About Transgender Children,Here’s how their medical care really works.,Opinion,2020-02-06,/2020/02/06/opinion/transgender-children-medical-bills.html?searchResultPosition=104,Life
1380,359,112,16-Year-Old Pleads Guilty to Murder in Colorado School Shooting,"Alec McKinney, one of two students charged in the attack, told the authorities he had targeted people who had taunted him for being transgender.",U.S.,2020-02-07,/2020/02/07/us/alec-mckinney-school-shooting.html?searchResultPosition=197,US New
